Date,Year,是否节假日,所处节日,产品,产品部门,品类,促销活动,折扣类型,促销渠道,促销广告类型,广告媒体名称,客户类型,客户性别,客户城市,客户所在州,客户所在区域,经销商名称,交易类型,支付方式,numeric1,numeric2,销售金额,成本金额,毛利额
1/25/2016,2016,NonHoliday,ValentinesDay,BestPrice Nicotine Gum,Medical,Pharmacy,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Elgin,Nebraska,Midwest,Ripe Warehouse,购买,Cash,-71,46,882,480,542.6
1/25/2016,2016,NonHoliday,ValentinesDay,Portland's Best Asthma Inhaler,Medical,Pharmacy,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,公司,0,Price,Utah,Southwest,Ripe Warehouse,购买,Credit,-98,59,3556,168,3638.1
1/25/2016,2016,NonHoliday,ValentinesDay,Pam's Club Kidney Beans,Food,Canned Goods,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Atalissa,Iowa,Midwest,Ripe Warehouse,购买,Cash,57,52,4284,1944,2667.4
1/25/2016,2016,NonHoliday,ValentinesDay,SimpleBuy Birth Control,Medical,Pharmacy,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Salisbury,Maryland,East,Ripe Warehouse,Return,Credit,24,21,-4710,-4470,-171.9
1/25/2016,2016,NonHoliday,ValentinesDay,DealZone Squash,Food,Produce,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Benton,Mississippi,South,Ripe Warehouse,购买,Other,38,-81,10488,5434,5748.1
1/25/2016,2016,NonHoliday,ValentinesDay,Super-Valu Camera Case,Misc,Photography,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,Gray,Kentucky,South,Ripe Warehouse,购买,Other,-2,-89,6032,3712,3110.1
1/25/2016,2016,NonHoliday,ValentinesDay,Super-Valu Butter,Food,Dairy,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Mount Pleasant,Michigan,Midwest,Ripe Warehouse,购买,Cash,27,-84,1008,98,1642.6
1/25/2016,2016,NonHoliday,ValentinesDay,SanTop Box Of Candy,Misc,Gifts,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,Canton,Missouri,Midwest,Ripe Warehouse,购买,Check,-40,-99,4305,930,4315.1
1/25/2016,2016,NonHoliday,ValentinesDay,ValueMart Watermelon,Food,Produce,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,New York City,New York,East,Ripe Warehouse,购买,Credit,27,9,2058,1379,714.1
1/27/2016,2016,NonHoliday,ValentinesDay,VidaSource Chocolate Chip Cookies,Food,Bakery,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Gould,Oklahoma,Southwest,Ripe Warehouse,购买,Debit,69,12,3430,2492,1021.4
1/27/2016,2016,NonHoliday,ValentinesDay,Mother's Choice Whole Milk,Food,Dairy,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Gove,Kansas,Midwest,Ripe Warehouse,购买,Credit,-30,15,6726,3705,3013.5
1/27/2016,2016,NonHoliday,ValentinesDay,Super-Valu Antibiotics,Medical,Pharmacy,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Farnham,Virginia,East,Ripe Warehouse,购买,Credit,34,67,6420,2910,3992.9
1/27/2016,2016,NonHoliday,ValentinesDay,EasyFind Tv Dinner,Food,Frozen Goods,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Climax,Colorado,Southwest,Ripe Warehouse,购买,Debit,100,51,1800,936,1224.1
1/27/2016,2016,NonHoliday,ValentinesDay,VidaSource Tenderloin,Food,Meat,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Okemos,Michigan,Midwest,Ripe Warehouse,购买,Credit,-23,-31,786,372,487.1
1/27/2016,2016,NonHoliday,ValentinesDay,JoyDeal Cinnamon Buns,Food,Bakery,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Alapaha,Georgia,South,Ripe Warehouse,购买,Debit,60,92,6604,2769,4741.4
1/27/2016,2016,NonHoliday,ValentinesDay,EasyFind Green Peppers,Food,Produce,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Mount Pleasant,South Carolina,South,Ripe Warehouse,购买,Credit,-3,27,1400,1280,189.9
1/27/2016,2016,NonHoliday,ValentinesDay,ValueMart Garlic,Food,Produce,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Big Timber,Montana,West,Ripe Warehouse,购买,Credit,-3,76,3993,2486,2081.6
1/27/2016,2016,NonHoliday,ValentinesDay,SanTop Air Freshener,Non-food,Cleaning Supplies,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Donnellson,Illinois,Midwest,Ripe Warehouse,购买,Debit,74,-99,5166,2324,3896.1
1/27/2016,2016,NonHoliday,ValentinesDay,Super-Valu Analog Camera,Misc,Photography,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,San Jose,California,West,Ripe Warehouse,购买,Credit,87,86,1000,220,1606.6
1/27/2016,2016,NonHoliday,ValentinesDay,DealZone Sausage,Food,Meat,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Craig,Missouri,Midwest,Ripe Warehouse,购买,Cash,43,52,858,114,1057.4
1/27/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Dish Soap,Non-food,Cleaning Supplies,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Bonanza,Utah,Southwest,Ripe Warehouse,Return,Credit,3,87,-446,-230,543.9
1/27/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Frozen Pizza,Food,Frozen Goods,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Bovina,Texas,Southwest,Ripe Warehouse,购买,Debit,30,57,393,189,558.9
1/27/2016,2016,NonHoliday,ValentinesDay,SimpleBuy Bracelet,Misc,Gifts,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Amery,Wisconsin,Midwest,Ripe Warehouse,购买,Credit,-85,-2,870,700,85.4
1/27/2016,2016,NonHoliday,ValentinesDay,SimpleBuy Bourbon,Non-food,Liquor,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Algoma,Mississippi,South,Ripe Warehouse,购买,Credit,40,41,1269,360,1117.1
1/27/2016,2016,NonHoliday,ValentinesDay,SimpleBuy Bracelet,Misc,Gifts,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Bliss,Idaho,West,Ripe Warehouse,购买,Check,95,14,957,770,301.6
1/27/2016,2016,NonHoliday,ValentinesDay,ValueMart Frozen Pizza,Food,Frozen Goods,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,Jamestown,North Dakota,Midwest,Ripe Warehouse,购买,Other,-17,17,1260,360,911.9
1/27/2016,2016,NonHoliday,ValentinesDay,Pam's Club Kidney Beans,Food,Canned Goods,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Sioux City,Iowa,Midwest,Ripe Warehouse,购买,Credit,-35,-50,1666,756,1125
1/27/2016,2016,NonHoliday,ValentinesDay,DealZone Frozen Chicken Patties,Food,Frozen Goods,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Canton,Missouri,Midwest,Ripe Warehouse,购买,Debit,-88,-64,1666,255,1732.6
1/27/2016,2016,NonHoliday,ValentinesDay,EasyFind Canned Chicken Broth,Food,Canned Goods,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Cary,North Carolina,South,Ripe Warehouse,购买,Credit,-12,-45,990,452,728.5
1/27/2016,2016,NonHoliday,ValentinesDay,SimpleBuy Feather Duster,Non-food,Cleaning Supplies,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Houston,Texas,Southwest,Ripe Warehouse,购买,Credit,-84,-33,2254,210,2068.9
1/27/2016,2016,NonHoliday,ValentinesDay,SanTop Diabetes Blood Testing Kit,Medical,Pharmacy,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Spokane Valley,Washington,West,Ripe Warehouse,购买,Credit,-4,98,3690,2630,2016.4
1/27/2016,2016,NonHoliday,ValentinesDay,EasyFind Green Peppers,Food,Produce,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Grimms Landing,West Virginia,South,Ripe Warehouse,购买,Credit,-33,-62,2800,2560,591.4
1/27/2016,2016,NonHoliday,ValentinesDay,ValueMart Rubber Gloves,Non-food,Cleaning Supplies,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Bardstown,Kentucky,South,Ripe Warehouse,购买,Cash,-89,86,951,324,1277.6
1/27/2016,2016,NonHoliday,ValentinesDay,ValueMart Garlic,Food,Produce,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,North Charleston,South Carolina,South,Ripe Warehouse,购买,Credit,20,-13,3993,2486,1543.9
1/27/2016,2016,NonHoliday,ValentinesDay,SanTop Box Of Candy,Misc,Gifts,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,Indianapolis,Indiana,Midwest,Ripe Warehouse,购买,Credit,7,-85,3444,744,3429.5
1/27/2016,2016,NonHoliday,ValentinesDay,DealZone Kidney Beans,Food,Canned Goods,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,El Paso,Texas,Southwest,Ripe Warehouse,购买,Cash,-74,99,690,591,1005.1
1/27/2016,2016,NonHoliday,ValentinesDay,ValueMart Splint,Medical,Medical,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Bovina,Texas,Southwest,Ripe Warehouse,购买,Debit,-93,19,2430,2070,303.1
1/27/2016,2016,NonHoliday,ValentinesDay,BestPrice Ale,Non-food,Liquor,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,Gresham,Oregon,West,Ripe Warehouse,购买,Credit,71,59,3058,770,2707.1
1/27/2016,2016,NonHoliday,ValentinesDay,Super-Valu Thermometer,Medical,Medical,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Canton,Missouri,Midwest,Ripe Warehouse,购买,Debit,-98,49,768,738,172.1
1/27/2016,2016,NonHoliday,ValentinesDay,SanTop Yogurt,Food,Dairy,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Havre,Montana,West,Ripe Warehouse,购买,Cash,-8,-72,1192,160,1542.4
1/27/2016,2016,NonHoliday,ValentinesDay,SanTop Diabetes Blood Testing Kit,Medical,Pharmacy,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,公司,0,Auburn,Nebraska,Midwest,Ripe Warehouse,购买,Credit,3,-49,2214,1578,879.1
1/27/2016,2016,NonHoliday,ValentinesDay,TopQuality Bratwurst,Food,Meat,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Chillicothe,Missouri,Midwest,Ripe Warehouse,购买,Credit,-51,-3,1044,444,549.9
1/27/2016,2016,NonHoliday,ValentinesDay,Super-Valu Dish Soap,Non-food,Cleaning Supplies,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Fresno,California,West,Ripe Warehouse,购买,Cash,-18,-61,7293,3718,3929.1
1/27/2016,2016,NonHoliday,ValentinesDay,JoyDeal Canned Tomatoes,Food,Canned Goods,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Louisville,Kentucky,South,Ripe Warehouse,购买,Check,14,-23,5274,4734,606.9
1/27/2016,2016,NonHoliday,ValentinesDay,EasyFind Camera Batteries,Misc,Photography,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Blain,Pennsylvania,East,Ripe Warehouse,购买,Credit,99,34,2010,1720,504.6
1/27/2016,2016,NonHoliday,ValentinesDay,Super-Valu Canned Chicken Broth,Food,Canned Goods,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,New Castle,Virginia,East,Ripe Warehouse,购买,Credit,13,2,651,165,499.4
1/27/2016,2016,NonHoliday,ValentinesDay,BestPrice Ale,Non-food,Liquor,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Alton,Iowa,Midwest,Ripe Warehouse,购买,Credit,-37,-100,2502,630,2835
1/27/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Canned Olives,Food,Canned Goods,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Breckenridge,Colorado,Southwest,Ripe Warehouse,购买,Debit,-91,28,1975,1030,932.4
1/27/2016,2016,NonHoliday,ValentinesDay,SimpleBuy Allergy Pills,Medical,Pharmacy,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Memphis,Tennessee,South,Ripe Warehouse,购买,Debit,99,8,8658,5364,3399.4
1/27/2016,2016,NonHoliday,ValentinesDay,SanTop Pain Killers,Medical,Pharmacy,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Cordele,Georgia,South,Ripe Warehouse,购买,Debit,0,18,970,510,492.4
1/27/2016,2016,NonHoliday,ValentinesDay,Mother's Choice Chicken Nuggets,Food,Meat,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Cashion,Oklahoma,Southwest,Ripe Warehouse,购买,Cash,-37,-97,1168,772,1299.9
1/27/2016,2016,NonHoliday,ValentinesDay,SimpleBuy Birth Control,Medical,Pharmacy,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Anaheim,California,West,Ripe Warehouse,购买,Credit,-23,22,4396,4172,249.4
1/27/2016,2016,NonHoliday,ValentinesDay,Mother's Choice Rubber Gloves,Non-food,Cleaning Supplies,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Charlotte,North Carolina,South,Ripe Warehouse,Return,Cash,-82,-52,-4592,-2344,-2059.6
1/27/2016,2016,NonHoliday,ValentinesDay,TopQuality Strawberry Ice Cream,Food,Frozen Goods,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Granada,Colorado,Southwest,Ripe Warehouse,购买,Credit,52,-27,814,352,586.9
1/27/2016,2016,NonHoliday,ValentinesDay,EasyFind Box Of Candy,Misc,Gifts,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Alamo,Nevada,West,Ripe Warehouse,购买,Credit,82,-2,959,791,250.4
1/27/2016,2016,NonHoliday,ValentinesDay,SimpleBuy Allergy Pills,Medical,Pharmacy,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Lightfoot,Virginia,East,Ripe Warehouse,购买,Cash,80,39,481,298,415.1
1/27/2016,2016,NonHoliday,ValentinesDay,Mother's Choice Blood Pressure Medicine,Medical,Pharmacy,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,North Judson,Indiana,Midwest,Ripe Warehouse,购买,Credit,-80,-13,45,2,-20.1
1/27/2016,2016,NonHoliday,ValentinesDay,EasyFind Box Of Candy,Misc,Gifts,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Albany,Oregon,West,Ripe Warehouse,购买,Cash,29,32,959,791,299.4
1/27/2016,2016,NonHoliday,ValentinesDay,DealZone Frozen Chicken Patties,Food,Frozen Goods,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Seattle,Washington,West,Ripe Warehouse,购买,Debit,-37,78,1176,180,1567.4
1/27/2016,2016,NonHoliday,ValentinesDay,BestPrice Cantaloupe,Food,Produce,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Salem,Oregon,West,Ripe Warehouse,购买,Debit,-86,-8,1890,777,1033.4
1/27/2016,2016,NonHoliday,ValentinesDay,ValueMart Frozen French Fries,Food,Frozen Goods,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,Bedford,Kentucky,South,Ripe Warehouse,购买,Credit,42,16,5316,2496,2887.6
1/27/2016,2016,NonHoliday,ValentinesDay,BestPrice Nicotine Gum,Medical,Pharmacy,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Gray,Kentucky,South,Ripe Warehouse,购买,Credit,-58,92,1764,960,1592.4
1/27/2016,2016,NonHoliday,ValentinesDay,JoyDeal Baked Beans,Food,Canned Goods,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Adair,Oklahoma,Southwest,Ripe Warehouse,购买,Credit,98,63,369,184,679.9
1/27/2016,2016,NonHoliday,ValentinesDay,JoyDeal Cinnamon Buns,Food,Bakery,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Bolingbrook,Illinois,Midwest,Ripe Warehouse,购买,Credit,10,-32,6096,2556,3652.4
1/27/2016,2016,NonHoliday,ValentinesDay,EasyFind Thermometer,Medical,Medical,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,Farnham,Virginia,East,Ripe Warehouse,购买,Credit,67,-82,4082,2015,2806.4
1/27/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Tenderloin,Food,Meat,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Alberta,Minnesota,Midwest,Ripe Warehouse,购买,Cash,36,27,1360,1320,148.9
1/27/2016,2016,NonHoliday,ValentinesDay,EasyFind Wheechair,Medical,Medical,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,El Paso,Texas,Southwest,Ripe Warehouse,购买,Credit,-38,-89,149,32,871.1
1/27/2016,2016,NonHoliday,ValentinesDay,VidaSource Chocolate Chip Cookies,Food,Bakery,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Almont,Michigan,Midwest,Ripe Warehouse,购买,Debit,95,-39,1715,1246,716.1
1/27/2016,2016,NonHoliday,ValentinesDay,Portland's Best Asthma Inhaler,Medical,Pharmacy,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,New York City,New York,East,Ripe Warehouse,购买,Check,57,-58,3302,156,3539.4
1/27/2016,2016,NonHoliday,ValentinesDay,JoyDeal Red Wine,Non-food,Liquor,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Upper Marlboro,Maryland,East,Ripe Warehouse,购买,Cash,40,-46,3185,2002,1434.6
1/27/2016,2016,NonHoliday,ValentinesDay,SanTop Air Freshener,Non-food,Cleaning Supplies,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Benson,North Carolina,South,Ripe Warehouse,购买,Credit,-89,-93,2952,1328,2399.9
1/27/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Photo Albums,Misc,Photography,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Carson,Washington,West,Ripe Warehouse,购买,Credit,93,-50,9234,4374,5203
1/27/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Rubber Gloves,Non-food,Cleaning Supplies,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,公司,0,Cambridge,Idaho,West,Ripe Warehouse,购买,Debit,-22,52,2952,1584,1616.4
1/27/2016,2016,NonHoliday,ValentinesDay,SanTop Box Of Candy,Misc,Gifts,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Algoma,Mississippi,South,Ripe Warehouse,购买,Credit,-43,-21,2870,620,2251.1
1/31/2016,2016,NonHoliday,ValentinesDay,DealZone Cheddar Cheese,Food,Dairy,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Midway,Texas,Southwest,Ripe Warehouse,购买,Credit,5,-23,8284,2983,5358.9
1/31/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Dish Soap,Non-food,Cleaning Supplies,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,California,Missouri,Midwest,Ripe Warehouse,购买,Credit,42,-92,7136,3680,4344.4
1/31/2016,2016,NonHoliday,ValentinesDay,SimpleBuy Bracelet,Misc,Gifts,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Eggleston,Virginia,East,Ripe Warehouse,购买,Debit,-21,54,261,210,321.6
1/31/2016,2016,NonHoliday,ValentinesDay,Pam's Club White Bread,Food,Bakery,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Berlin,Georgia,South,Ripe Warehouse,购买,Debit,71,54,8160,3705,4817.6
1/31/2016,2016,NonHoliday,ValentinesDay,SimpleBuy Hamburger Buns,Food,Bakery,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,El Paso,Texas,Southwest,Ripe Warehouse,购买,Credit,-84,-19,1157,650,459.1
1/31/2016,2016,NonHoliday,ValentinesDay,Mother's Choice Asthma Inhaler,Medical,Pharmacy,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Nashville,Tennessee,South,Ripe Warehouse,Return,Credit,-21,-12,-804,-368,-442.6
1/31/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Nicotine Patches,Medical,Pharmacy,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Elizabeth,New Jersey,East,Ripe Warehouse,购买,Cash,87,-97,384,135,1276.9
1/31/2016,2016,NonHoliday,ValentinesDay,BestPrice Adapters,Misc,Photography,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Charlotte,North Carolina,South,Ripe Warehouse,购买,Credit,-57,-81,4592,2432,2759.1
1/31/2016,2016,NonHoliday,ValentinesDay,Mother's Choice French Bread,Food,Bakery,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Charlotte,North Carolina,South,Ripe Warehouse,购买,Credit,91,80,5505,1035,5201
1/31/2016,2016,NonHoliday,ValentinesDay,ValueMart Frozen Pizza,Food,Frozen Goods,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Amelia Court House,Virginia,East,Ripe Warehouse,Return,Credit,43,42,-2520,-720,-1580.6
1/31/2016,2016,NonHoliday,ValentinesDay,Pam's Club Tuna,Food,Seafood,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,公司,0,Tucson,Arizona,Southwest,Ripe Warehouse,购买,Credit,-79,-14,4438,3388,990.6
1/31/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Perfume,Misc,Gifts,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Tulsa,Oklahoma,Southwest,Ripe Warehouse,购买,Debit,84,-70,3390,680,3284
1/31/2016,2016,NonHoliday,ValentinesDay,DealZone Catfish,Food,Seafood,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Akin,Illinois,Midwest,Ripe Warehouse,购买,Credit,72,91,11397,6148,6149.1
1/31/2016,2016,NonHoliday,ValentinesDay,Pam's Club Strawberry Ice Cream,Food,Frozen Goods,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Ashaway,Rhode Island,East,Ripe Warehouse,购买,Credit,83,-26,288,162,276.6
1/31/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Vanilla Ice Cream,Food,Frozen Goods,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Climax,Colorado,Southwest,Ripe Warehouse,购买,Debit,-14,-64,6660,3588,3467.6
1/31/2016,2016,NonHoliday,ValentinesDay,Pam's Club Tuna,Food,Seafood,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,El Paso,Texas,Southwest,Ripe Warehouse,购买,Credit,74,-81,3804,2904,1630.1
1/31/2016,2016,NonHoliday,ValentinesDay,SanTop Canned Corn,Food,Canned Goods,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,Blythe,Georgia,South,Ripe Warehouse,购买,Credit,72,-70,6180,1860,4882
1/31/2016,2016,NonHoliday,ValentinesDay,VidaSource Chocolate Chip Cookies,Food,Bakery,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,St. Louis,Missouri,Midwest,Ripe Warehouse,购买,Debit,-68,-83,735,534,821.9
1/31/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Canned Chili,Food,Canned Goods,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Craig,Missouri,Midwest,Ripe Warehouse,购买,Credit,7,10,2442,341,2118
1/31/2016,2016,NonHoliday,ValentinesDay,Pam's Club White Bread,Food,Bakery,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Craig,Missouri,Midwest,Ripe Warehouse,购买,Cash,-97,39,8160,3705,4510.1
1/31/2016,2016,NonHoliday,ValentinesDay,EasyFind Canned Chicken Broth,Food,Canned Goods,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Oklahoma City,Oklahoma,Southwest,Ripe Warehouse,购买,Debit,-66,-82,6435,2938,4103.4
1/31/2016,2016,NonHoliday,ValentinesDay,SimpleBuy Decongestant,Medical,Pharmacy,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Redding,California,West,Ripe Warehouse,购买,Credit,-33,35,6409,1751,4747.5
1/31/2016,2016,NonHoliday,ValentinesDay,TopQuality Bacon,Food,Meat,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Brookton,Maine,East,Ripe Warehouse,购买,Credit,-27,89,2384,752,2397.1
1/31/2016,2016,NonHoliday,ValentinesDay,DealZone Sausage,Food,Meat,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Richmond,Virginia,East,Ripe Warehouse,购买,Cash,16,22,286,38,312.4
1/31/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Picture Frames,Misc,Photography,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,League City,Texas,Southwest,Ripe Warehouse,购买,Credit,-60,65,4040,2056,2346.5
1/31/2016,2016,NonHoliday,ValentinesDay,TopQuality Bacon,Food,Meat,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,公司,0,Satanta,Kansas,Midwest,Ripe Warehouse,购买,Cash,-19,-6,3874,1222,2636.6
1/31/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Cholesterol Reducer,Medical,Pharmacy,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Williamsburg,Virginia,East,Ripe Warehouse,购买,Credit,61,36,495,223,462.6
